vehicle_age,vehicle_type,annual_mileage,city_driving_pct,highway_driving_pct,daily_driving_hours,hard_braking_events,rapid_acceleration_events,engine_temperature,engine_vibration,oil_age_km,brake_wear_pct,tire_pressure_avg,battery_voltage,last_service_km,previous_repairs,service_frequency,maintenance_risk
14,Pickup,5744,30,70,4.8,1,1,92.9,1.72,6958,58.6,30.6,11.77,27091,4,Rare,Medium
9,Hatchback,27804,38,62,0.5,7,3,90.0,0.87,4637,73.0,27.8,11.57,6381,1,Regular,Low
4,SUV,15871,46,54,4.4,1,3,98.5,3.89,5334,23.0,34.3,13.08,26135,3,Occasional,Medium
13,Hatchback,18536,48,52,3.0,2,3,100.0,2.61,7827,20.4,31.3,12.47,28252,3,Occasional,Medium
9,Sedan,28097,37,63,1.6,2,5,82.9,4.3,7299,47.4,29.8,13.3,11940,4,Occasional,Low
3,Pickup,5175,56,44,3.3,3,1,95.5,2.44,11104,9.8,32.4,13.15,2270,2,Regular,Low
7,Hatchback,8217,80,20,5.0,5,9,96.3,4.74,10348,67.8,35.2,11.85,13368,5,Occasional,High
6,Pickup,20106,66,34,1.7,10,4,105.5,2.17,5924,59.8,29.7,12.48,21222,7,Rare,High
8,SUV,35359,39,61,1.7,1,6,107.3,2.46,4264,23.9,32.5,12.1,15793,8,Regular,High
11,Sedan,27357,89,11,3.6,6,1,93.3,3.46,13805,78.2,35.5,11.83,2791,6,Regular,High
9,Pickup,12034,68,32,0.7,8,12,92.3,1.93,14133,58.9,29.9,12.62,17504,3,Regular,Medium
14,SUV,21263,34,66,4.2,0,0,91.8,3.32,13848,20.1,35.0,13.33,14008,4,Occasional,Medium
5,Hatchback,13776,37,63,3.4,0,3,88.4,0.56,9128,47.1,33.8,12.98,14706,5,Regular,Low
1,Sedan,14812,57,43,4.3,6,9,95.4,1.6,10150,58.6,31.2,12.34,5606,1,Occasional,Low
3,Sedan,24739,41,59,1.5,7,2,82.9,1.55,4159,60.3,30.4,13.28,13734,1,Occasional,Low
10,Hatchback,31925,79,21,4.3,7,12,96.8,1.0,3381,27.1,31.9,13.1,9520,6,Regular,Medium
12,Hatchback,24575,85,15,2.5,7,15,92.9,4.66,4299,35.3,33.9,12.52,19982,0,Occasional,High
8,Sedan,27231,45,55,1.1,0,1,100.3,4.93,6773,13.6,33.9,13.77,4864,8,Occasional,Medium
15,Pickup,16399,83,17,4.6,12,7,87.4,0.68,6773,36.1,32.4,13.54,20650,3,Occasional,Medium
11,Sedan,28100,77,23,3.7,3,3,88.8,2.5,5008,37.4,33.8,13.25,9274,0,Occasional,Low
6,Hatchback,15768,22,78,1.3,3,3,103.8,1.25,7938,41.4,31.7,13.26,14898,4,Occasional,Low
8,Pickup,38299,49,51,1.6,3,1,75.0,4.23,11997,12.9,29.2,12.44,5784,6,Regular,Medium
9,SUV,16357,38,62,1.7,0,5,104.4,1.16,3033,76.1,27.7,13.34,12144,4,Regular,Medium
4,Sedan,6437,29,71,4.8,2,4,79.9,1.33,2502,47.0,28.8,13.36,14205,6,Rare,Low
1,Hatchback,29946,65,35,4.5,9,7,101.6,3.81,2883,48.6,30.2,13.06,23155,2,Regular,Medium
14,SUV,25888,38,62,2.1,6,3,90.5,0.9,6074,19.0,26.2,12.79,8572,0,Regular,Low
1,Sedan,10502,77,23,2.6,10,7,89.5,4.77,12015,92.0,33.9,11.35,690,4,Regular,Medium
10,Sedan,10566,25,75,1.8,4,0,101.9,3.8,14480,23.4,33.4,13.65,16520,4,Rare,Medium
4,Pickup,9014,70,30,3.8,3,3,96.5,4.9,9670,20.4,34.7,13.91,15513,5,Regular,Medium
12,Hatchback,18613,33,67,1.2,6,5,106.9,2.51,7243,82.8,30.3,12.11,20012,7,Occasional,High
14,SUV,38699,77,23,2.0,3,6,113.9,1.54,10479,86.1,35.9,12.98,921,0,Regular,High
7,Sedan,26814,27,73,3.2,1,2,85.2,4.71,760,21.2,28.7,13.87,26086,3,Occasional,Low
2,Pickup,28386,21,79,4.4,1,0,94.8,2.78,11724,76.5,32.2,13.35,14687,8,Rare,Low
3,SUV,12509,37,63,3.4,7,6,91.9,4.78,11087,8.4,33.0,13.62,9378,1,Occasional,Low
1,SUV,27316,76,24,4.7,1,10,92.1,4.79,11341,45.0,28.4,13.77,18197,7,Regular,Medium
5,Sedan,16071,54,46,4.7,8,1,86.7,4.1,4734,7.2,37.2,13.82,27633,8,Regular,Medium
1,SUV,32742,85,15,3.7,2,2,77.0,1.52,5374,34.4,30.5,12.92,20036,8,Regular,Low
8,Sedan,18228,75,25,1.8,12,2,90.8,1.55,13306,88.6,32.8,13.02,20042,3,Occasional,Low
1,Pickup,16614,62,38,3.6,3,7,95.4,3.41,845,50.0,33.3,12.35,8753,1,Occasional,Low
11,Pickup,15301,27,73,1.4,4,1,87.5,2.65,4450,11.0,33.2,12.05,18615,6,Regular,Low
1,SUV,16374,24,76,2.0,0,4,101.5,2.37,3895,46.6,32.3,13.94,27990,6,Regular,Low
2,Sedan,39407,32,68,3.9,2,3,100.9,1.42,9990,13.4,32.5,12.39,29263,3,Regular,Low
2,Hatchback,18982,26,74,4.3,2,4,90.5,1.5,8469,89.7,35.3,12.98,23600,0,Regular,Low
12,Pickup,36258,40,60,2.4,0,5,88.1,2.14,1149,7.4,32.6,13.02,5923,5,Regular,Low
6,Sedan,15248,56,44,2.9,2,0,103.7,3.34,12917,56.3,30.9,10.94,19612,2,Regular,High
7,Sedan,15515,64,36,2.2,2,5,95.0,0.69,13242,12.3,29.4,12.25,23928,1,Regular,Low
5,Sedan,31809,71,29,2.7,7,5,85.6,2.26,13919,35.2,35.1,13.57,26728,3,Occasional,Low
1,SUV,15830,67,33,2.8,2,11,92.3,3.86,13075,70.3,35.3,12.27,25202,2,Regular,Medium
1,Hatchback,11799,81,19,3.6,16,5,99.0,2.39,13553,59.8,29.5,12.41,26565,7,Occasional,High
3,SUV,13547,70,30,3.9,12,9,100.2,3.19,9986,33.1,33.8,13.14,24218,0,Regular,Medium
14,Pickup,36562,23,77,4.9,1,2,93.4,0.95,12287,12.3,35.7,12.7,5456,4,Regular,Medium
2,SUV,19328,75,25,2.5,4,10,92.4,4.72,5810,88.4,33.5,14.63,9952,5,Regular,Medium
5,Sedan,17679,53,47,0.9,10,1,96.7,1.13,13410,59.1,30.8,12.27,18366,4,Regular,Low
12,SUV,26058,64,36,3.6,4,11,88.4,3.42,1503,86.2,31.8,12.47,21029,4,Regular,Medium
10,Sedan,37237,35,65,2.7,3,6,107.5,1.25,7488,70.4,32.5,12.89,29311,2,Occasional,High
6,Hatchback,24906,28,72,4.3,4,3,88.3,4.93,7966,41.0,31.6,13.01,18993,3,Occasional,Low
7,SUV,21547,35,65,1.2,2,1,91.3,3.35,5307,87.1,32.9,12.81,5842,1,Regular,Low
4,SUV,28306,50,50,3.4,9,8,89.7,2.84,10458,12.9,31.2,13.51,5603,7,Regular,Low
7,SUV,33210,32,68,2.6,4,4,98.6,4.3,7496,22.5,28.8,12.8,11470,0,Occasional,Medium
11,Sedan,33239,24,76,2.4,3,3,111.7,1.27,8874,64.6,34.7,11.21,19538,6,Regular,High
8,Sedan,32830,66,34,3.0,7,11,101.8,2.41,6852,89.6,31.5,13.2,21889,5,Rare,High
11,SUV,8381,58,42,3.6,1,8,89.1,4.9,8382,79.7,30.7,12.26,27960,2,Regular,High
1,SUV,39832,37,63,4.3,6,6,95.2,2.78,9915,35.9,32.3,14.58,10269,8,Regular,Low
15,Hatchback,33841,39,61,1.6,4,7,96.2,3.33,12910,13.2,31.4,13.32,10402,7,Regular,High
6,Hatchback,12447,21,79,1.8,0,1,91.8,0.81,8979,42.0,31.8,12.87,2562,1,Rare,Low
8,Pickup,25368,59,41,3.0,10,2,86.7,0.82,1277,78.5,32.6,12.81,2589,1,Occasional,Low
5,Hatchback,25271,49,51,2.1,7,3,103.0,0.78,9622,75.7,30.6,12.42,3833,1,Regular,Low
4,Hatchback,5339,29,71,3.1,2,5,100.3,2.71,7018,9.2,32.5,14.02,11102,8,Occasional,Low
2,Hatchback,24974,83,17,1.4,5,3,104.5,3.73,10831,43.8,28.5,12.59,5656,2,Rare,Medium
6,Sedan,31509,61,39,1.9,6,6,104.6,1.96,1491,41.6,30.1,12.15,26508,6,Occasional,High
6,Hatchback,31221,72,28,2.0,0,1,108.4,3.09,12407,30.3,31.4,13.06,4306,2,Regular,Medium
11,Hatchback,32263,72,28,5.0,12,11,96.4,3.1,5105,14.2,31.4,11.92,21936,3,Occasional,High
15,SUV,12733,59,41,4.3,11,7,94.5,1.21,12517,52.7,33.8,12.74,19461,8,Occasional,High
1,Sedan,10049,35,65,4.3,3,3,94.5,3.88,6253,49.0,31.6,12.35,20927,1,Occasional,Low
9,Pickup,26088,67,33,2.8,7,8,91.5,2.96,8142,59.2,33.9,11.98,7832,6,Occasional,High
12,Pickup,20608,80,20,2.6,13,2,103.7,1.04,8167,59.1,32.2,13.24,20717,6,Regular,High
11,Hatchback,5638,57,43,0.8,3,9,85.6,4.76,7450,24.2,33.8,12.39,19457,1,Regular,Medium
6,Pickup,12709,63,37,1.4,6,4,98.4,1.61,670,63.0,25.9,12.7,3749,1,Regular,Medium
13,Pickup,10143,34,66,4.5,1,1,86.0,2.36,7685,64.8,32.9,13.35,24400,6,Rare,Medium
3,Pickup,6224,80,20,2.9,11,0,81.2,4.75,7699,75.9,32.9,12.57,9911,0,Regular,Low
4,Hatchback,14741,26,74,4.9,4,0,81.8,2.0,9705,66.8,34.4,13.38,16709,0,Regular,Low
12,Pickup,27991,49,51,3.2,1,6,99.8,1.33,14296,55.5,36.3,12.67,29869,3,Regular,High
11,Hatchback,31081,55,45,2.2,10,7,80.2,4.92,12431,48.0,30.6,11.77,28239,5,Regular,High
4,SUV,20642,30,70,1.7,2,1,87.0,4.98,7962,40.8,37.1,12.64,22794,6,Regular,Medium
3,SUV,14567,89,11,4.6,16,10,87.9,3.6,5440,94.0,29.3,12.8,16925,2,Occasional,Medium
10,Pickup,22399,48,52,2.2,9,4,80.3,4.52,1225,19.8,32.1,12.33,29707,7,Rare,Medium
3,SUV,38103,25,75,1.2,4,4,83.0,4.99,9870,82.2,33.7,13.07,3110,7,Regular,Medium
15,Hatchback,20330,70,30,1.8,12,8,93.8,1.16,552,52.0,32.2,13.29,29203,2,Occasional,Medium
3,SUV,21464,57,43,3.4,3,5,93.3,4.29,9980,83.5,31.7,12.1,17089,5,Rare,Medium
4,Pickup,7134,41,59,1.1,3,2,95.4,0.71,11214,24.9,35.3,12.98,21709,4,Regular,Low
7,Hatchback,34662,73,27,0.9,4,6,102.6,3.4,12582,93.6,29.2,13.66,10108,6,Occasional,High
4,Sedan,5184,59,41,2.6,4,3,81.4,3.31,14788,40.2,32.6,12.39,12570,2,Regular,Low
9,Hatchback,35387,26,74,0.9,3,3,108.7,2.69,5247,46.7,29.1,12.36,13521,6,Regular,High
1,SUV,12263,59,41,2.3,10,6,87.3,3.09,4351,88.8,28.7,12.6,9326,2,Rare,Low
8,Sedan,18191,43,57,2.0,5,2,91.5,1.75,4182,77.3,29.2,12.85,15570,8,Regular,Medium
7,Hatchback,8514,60,40,2.3,8,0,88.7,0.53,1131,86.1,35.0,12.24,25358,3,Occasional,Low
2,Sedan,37734,70,30,2.7,2,12,89.3,1.35,3023,84.2,30.1,13.51,16404,5,Regular,Low
8,Sedan,11077,58,42,1.3,11,1,79.2,4.7,13073,56.8,29.9,12.63,29102,1,Occasional,Medium
1,Sedan,14500,62,38,2.5,7,6,90.1,1.72,14478,21.7,34.8,12.78,24219,0,Regular,Low
11,Hatchback,19992,88,12,2.1,14,13,94.2,3.71,10526,54.7,30.9,13.1,22964,0,Regular,High
12,SUV,15133,78,22,4.1,16,9,91.4,2.55,12115,94.7,30.9,11.95,5375,6,Regular,High
9,Hatchback,11405,44,56,3.6,8,5,88.2,4.92,10029,63.2,37.6,12.64,8839,3,Regular,High
9,SUV,35269,44,56,4.4,4,6,94.8,4.9,7899,92.4,30.3,11.51,20127,3,Regular,High
2,Hatchback,21874,43,57,3.5,7,2,90.2,2.88,5113,77.8,30.8,12.09,4802,8,Occasional,Low
7,Hatchback,36457,81,19,1.0,11,6,101.4,2.05,12754,88.9,31.6,11.38,28233,6,Regular,High
15,Hatchback,22085,62,38,2.8,9,1,95.0,2.32,4328,9.2,37.1,12.09,15145,5,Regular,High
14,SUV,19347,78,22,3.8,10,0,96.1,2.11,13940,70.9,30.7,12.01,25084,5,Occasional,High
10,Hatchback,18502,73,27,4.3,4,3,104.6,0.76,8990,42.2,27.6,13.09,27567,7,Rare,High
3,Sedan,18848,45,55,1.3,3,7,93.1,0.72,12808,64.1,33.8,12.86,7112,5,Occasional,Low
7,Hatchback,27421,73,27,1.5,8,8,92.4,3.03,4287,55.4,29.3,12.64,20184,0,Regular,Medium
12,Sedan,19426,80,20,4.4,14,2,97.0,3.09,5119,51.0,32.0,11.76,13271,1,Regular,High
10,Pickup,9695,63,37,2.7,6,5,93.5,0.83,7019,67.1,29.0,12.12,24333,0,Regular,Medium
9,Pickup,20860,28,72,2.5,3,0,84.0,2.24,14040,90.0,31.0,12.28,3805,0,Occasional,Low
4,SUV,30710,61,39,2.7,5,9,91.6,4.64,10913,57.6,31.1,13.11,14688,8,Rare,Medium
12,SUV,30411,48,52,1.3,0,4,87.7,2.47,678,62.6,34.9,13.07,2249,0,Rare,Low
1,Pickup,13843,77,23,3.3,10,4,96.5,2.1,11587,19.7,28.0,12.13,13817,1,Regular,Low
2,Hatchback,36152,82,18,4.1,9,11,83.5,0.83,9151,52.0,31.7,13.35,12207,5,Regular,Low
1,Hatchback,20573,68,32,4.3,13,12,94.5,4.22,9632,85.5,34.4,12.93,20480,8,Regular,High
14,Hatchback,35737,30,70,0.6,3,2,75.0,3.16,9601,39.7,35.1,13.15,2299,1,Rare,Low
12,Pickup,33256,73,27,3.7,8,10,91.3,1.26,2684,17.2,31.8,12.75,14889,6,Occasional,Medium
5,Sedan,7002,49,51,0.9,3,3,98.8,2.37,2805,5.4,29.4,12.98,2559,5,Rare,Low
5,SUV,21623,85,15,4.9,2,12,89.4,3.78,4752,37.7,37.0,12.5,3679,2,Regular,Medium
11,Sedan,27251,84,16,2.7,12,15,98.8,1.69,5424,91.1,31.1,13.15,24459,2,Regular,High
7,Pickup,17707,77,23,4.0,12,9,92.0,2.69,13334,82.5,32.7,12.94,7047,2,Rare,Medium
9,Sedan,29117,76,24,3.3,13,3,102.2,2.94,4536,92.0,31.9,13.0,29221,2,Occasional,High
9,Hatchback,27743,56,44,4.8,5,7,110.2,3.71,10360,13.3,32.8,12.92,12843,1,Rare,High
3,Hatchback,15790,73,27,4.9,10,11,104.8,3.08,3487,24.0,31.8,12.97,16691,7,Regular,Medium
3,Sedan,37620,88,12,1.8,5,6,91.3,2.55,6181,52.4,30.9,12.29,19210,4,Regular,Low
3,Pickup,20596,43,57,2.7,2,5,92.2,1.28,10026,85.1,35.2,12.34,11166,8,Rare,Medium
4,Sedan,35339,82,18,2.8,16,4,85.6,1.9,8135,30.9,32.9,12.81,28809,4,Regular,Low
8,Hatchback,39121,70,30,1.3,12,6,100.2,2.24,2412,30.7,34.8,12.27,7946,8,Rare,High
6,Hatchback,25698,34,66,4.6,2,1,102.1,4.61,8148,82.1,29.8,11.89,8014,0,Occasional,High
8,Pickup,19716,66,34,2.1,6,10,87.9,3.46,14623,13.0,33.1,12.69,6623,0,Regular,Low
1,Sedan,35806,65,35,0.9,7,1,94.9,2.94,2104,80.9,30.6,12.0,15666,7,Regular,Medium
8,Hatchback,22868,49,51,1.2,0,0,85.3,2.8,6577,58.8,34.7,12.92,26894,8,Occasional,Medium
4,Hatchback,36130,39,61,2.8,7,4,79.1,3.45,3322,9.0,33.3,12.14,13460,8,Regular,Low
11,Sedan,11125,76,24,4.5,2,8,103.3,1.53,12472,82.2,30.8,12.59,3259,0,Rare,Medium
1,Sedan,34046,68,32,3.3,11,11,81.7,2.43,12404,51.3,32.1,13.27,6792,5,Regular,Low
8,SUV,27760,75,25,1.5,15,3,101.3,3.04,6332,15.7,32.1,13.27,3158,5,Occasional,Medium
4,Pickup,15114,75,25,1.8,11,11,89.2,2.15,8644,75.8,33.7,12.86,520,1,Regular,Low
6,Pickup,5637,44,56,4.9,9,5,90.4,0.73,6298,50.2,28.1,13.44,23585,4,Occasional,Low
8,Sedan,28177,28,72,0.7,0,4,95.5,2.43,4988,47.9,26.9,13.66,8247,6,Regular,Medium
4,Pickup,28600,41,59,5.0,3,1,92.7,1.13,2855,14.0,28.4,13.62,12501,5,Regular,Low
14,Hatchback,21251,56,44,4.6,5,5,96.4,4.03,12227,25.4,35.3,12.55,27204,7,Regular,High
3,Sedan,31809,47,53,3.6,7,3,83.7,2.77,6470,22.1,33.9,12.13,26579,7,Occasional,Medium
14,Sedan,28756,33,67,4.7,4,4,91.7,4.85,11362,71.4,29.2,12.72,24181,3,Regular,High
9,Sedan,16649,49,51,1.2,7,5,93.1,2.15,14529,49.4,35.6,12.98,25443,4,Regular,Medium
3,SUV,16366,58,42,4.7,2,10,91.1,1.69,7127,31.6,31.8,13.87,9396,1,Regular,Low
9,Pickup,16880,76,24,1.5,13,2,89.2,4.99,11679,57.0,32.3,13.64,22386,1,Regular,Medium
13,SUV,22783,24,76,3.0,4,2,100.3,1.95,13676,19.3,33.9,12.31,721,7,Regular,High
2,Hatchback,27226,31,69,2.7,5,4,94.0,2.3,12726,19.2,28.5,13.21,29084,2,Rare,Low
14,Pickup,10320,54,46,2.8,9,4,87.9,0.54,7821,43.6,32.7,11.34,8460,8,Occasional,Medium
2,SUV,13727,60,40,1.7,3,10,86.6,1.45,1634,73.8,32.4,13.5,9111,7,Regular,Low
2,Sedan,16724,82,18,4.0,2,13,77.0,3.99,5374,19.7,29.4,12.59,28781,3,Regular,Low
6,SUV,24933,61,39,3.8,11,10,89.9,3.68,13583,30.7,33.2,11.89,18170,3,Occasional,Medium
3,Sedan,18394,84,16,4.8,16,9,92.3,2.3,3099,37.5,31.3,13.49,22913,1,Occasional,Low
13,SUV,24122,84,16,2.8,7,7,80.0,4.63,2270,78.8,31.7,12.53,29814,0,Regular,Medium
9,SUV,36437,62,38,3.0,6,4,94.4,2.94,1534,65.9,30.1,13.09,15785,0,Regular,Low
4,SUV,25519,79,21,4.6,12,2,87.0,3.33,6045,68.0,30.2,13.73,2826,1,Regular,Low
1,Sedan,12983,39,61,4.6,4,7,85.1,4.12,12095,21.6,33.4,13.23,22531,1,Occasional,Low
4,SUV,10635,82,18,3.4,5,4,86.7,3.67,12820,33.7,31.2,13.33,18068,3,Regular,Low
1,Pickup,24622,43,57,4.2,2,6,89.3,1.17,2552,76.4,36.2,13.69,13055,0,Occasional,Low
14,Pickup,14439,54,46,2.8,0,0,78.9,2.65,5896,91.7,34.0,13.55,25464,3,Regular,Medium
5,Pickup,32909,60,40,2.2,7,4,94.4,3.22,5649,63.4,30.7,13.36,15537,6,Regular,Medium
4,Sedan,37893,35,65,4.4,1,4,96.9,0.73,6036,17.5,32.4,11.7,12526,3,Regular,Low
8,Sedan,16403,25,75,4.0,4,1,95.7,1.6,3133,77.0,37.5,13.93,27475,1,Occasional,Medium
8,Pickup,39074,39,61,1.6,8,1,85.1,4.03,7156,90.7,32.6,12.74,3753,8,Rare,Medium
7,Pickup,39869,75,25,0.7,7,1,88.8,4.8,14352,69.7,30.4,12.87,18658,4,Rare,Medium
3,Pickup,37903,27,73,3.0,1,5,85.9,4.91,7994,74.2,30.6,12.58,11077,7,Rare,Medium
1,Hatchback,31953,25,75,4.3,3,4,107.2,3.73,11302,27.8,25.7,11.86,5007,6,Regular,High
1,Pickup,12311,27,73,1.6,3,2,87.9,3.66,4948,48.6,30.1,13.45,29428,7,Occasional,Low
12,SUV,37025,81,19,4.0,2,0,109.3,3.68,692,62.8,30.3,13.26,15742,1,Regular,High
11,Hatchback,25615,33,67,2.4,4,3,85.8,1.83,2258,14.0,35.3,12.3,12781,4,Occasional,Low
3,Hatchback,38580,22,78,2.0,1,1,93.1,2.35,14883,44.4,32.1,13.11,29099,5,Regular,Low
6,Sedan,31320,21,79,1.3,4,0,92.4,1.31,8084,22.8,32.3,12.4,3100,4,Regular,Low
7,SUV,28952,41,59,4.7,5,6,92.1,2.62,6866,43.3,30.5,13.03,21723,7,Regular,Medium
6,Sedan,22254,89,11,1.5,8,5,98.4,0.68,7349,89.6,28.7,12.77,27479,8,Occasional,High
14,Sedan,20227,90,10,1.8,17,16,89.2,4.23,10843,82.2,34.7,11.33,19440,4,Occasional,High
14,SUV,18760,25,75,2.0,2,3,103.3,4.76,9477,48.1,36.0,13.63,22867,7,Regular,High
6,Sedan,13826,69,31,1.8,12,10,87.4,1.12,1227,54.1,30.7,13.79,21169,8,Rare,Low
6,SUV,18939,63,37,1.2,3,7,86.4,2.68,13523,23.1,36.0,11.43,9650,2,Rare,Medium
13,SUV,38436,27,73,2.1,2,3,85.1,2.48,8974,22.8,30.7,12.64,11494,3,Rare,Low
3,Sedan,22677,43,57,2.6,1,3,85.3,3.86,10926,63.6,35.7,12.45,21910,8,Regular,Medium
6,Pickup,13460,46,54,3.0,4,1,98.1,2.81,3034,38.0,32.4,13.71,28869,3,Occasional,Low
8,Sedan,13673,72,28,1.2,13,10,93.6,2.51,13462,83.4,32.2,13.65,28606,4,Regular,Medium
11,Hatchback,32866,70,30,4.0,12,4,97.2,1.13,6285,78.4,36.1,12.82,26828,5,Occasional,High
11,Sedan,14453,47,53,1.9,9,2,80.4,1.79,7165,80.1,30.6,12.74,25375,4,Occasional,Medium
2,SUV,20904,78,22,4.6,12,2,97.3,3.14,13245,38.8,33.9,13.23,3506,8,Occasional,Medium
5,Hatchback,20396,88,12,2.0,5,1,105.5,0.68,11503,82.6,31.9,12.75,29152,3,Regular,Medium
14,SUV,33370,44,56,4.4,1,4,91.7,2.0,13607,35.3,29.1,12.53,26751,5,Regular,High
1,Pickup,26933,63,37,2.1,2,9,85.6,1.14,11766,64.3,31.3,13.38,6137,6,Regular,Low
12,Pickup,35349,66,34,2.8,9,2,87.5,0.84,11200,35.0,33.6,13.65,27345,4,Regular,Medium
15,Hatchback,9334,32,68,2.2,2,3,85.4,2.42,6601,78.9,31.5,12.46,18938,8,Regular,Medium
1,Pickup,36460,72,28,2.2,6,5,85.3,1.87,12424,35.6,28.0,13.85,6376,1,Regular,Low
5,Pickup,32268,72,28,3.3,12,7,102.8,3.07,8745,88.2,33.6,13.04,14577,3,Rare,High
12,Sedan,27068,56,44,3.6,8,1,109.7,1.42,10509,79.5,37.8,13.33,19627,3,Rare,High
13,Sedan,33247,82,18,4.4,3,8,90.1,0.75,3069,65.9,28.0,13.03,4500,6,Regular,Medium
3,Pickup,28134,85,15,3.1,3,8,91.4,0.66,12127,17.1,30.5,12.72,21961,5,Rare,Low
4,Pickup,21285,59,41,1.5,10,9,90.1,2.44,1671,74.3,32.2,12.36,24321,5,Occasional,Low
3,Sedan,26367,80,20,5.0,15,3,80.8,0.54,6314,74.1,27.8,14.14,29931,4,Occasional,Medium
1,Pickup,29136,25,75,3.6,1,4,88.6,0.75,4588,83.1,34.0,11.73,13842,4,Occasional,Low
1,Pickup,29425,44,56,2.2,8,6,91.1,2.05,6596,37.6,31.6,12.61,6210,1,Regular,Low
12,SUV,34465,65,35,4.9,6,11,75.5,4.73,14667,49.0,33.8,12.64,16137,4,Occasional,High
12,Pickup,23961,50,50,4.8,9,8,80.5,3.72,4564,14.5,33.9,12.21,10308,7,Rare,High
14,Hatchback,38443,82,18,0.9,12,11,96.8,3.83,8030,63.8,31.4,12.64,7819,2,Regular,High
13,SUV,23823,87,13,0.6,16,14,97.4,1.27,11075,74.2,35.9,10.73,14333,3,Occasional,High
14,Hatchback,14873,58,42,0.7,7,3,95.0,3.07,11810,55.3,31.5,12.77,9442,3,Regular,Medium
5,Pickup,10587,55,45,3.6,2,2,89.1,1.54,10968,48.7,36.9,13.27,21516,8,Rare,Medium
6,Sedan,30852,26,74,3.7,0,1,87.0,2.83,1365,71.2,36.0,12.85,18450,4,Occasional,Low
3,SUV,12004,85,15,3.8,11,13,86.7,4.16,7217,61.7,27.8,11.49,9889,2,Regular,High
12,Sedan,32823,74,26,3.3,1,4,89.9,2.44,14971,77.0,31.2,12.94,21667,5,Rare,Medium
9,SUV,12131,61,39,1.8,3,9,83.0,1.53,1410,30.3,34.1,13.65,15282,3,Occasional,Low
5,Sedan,22696,46,54,1.3,2,3,95.5,1.89,4736,69.0,32.1,12.94,27574,5,Regular,Low
8,SUV,30649,21,79,4.7,2,3,98.2,2.7,3852,22.2,32.6,13.27,848,5,Occasional,Low
13,SUV,9099,89,11,4.6,11,14,100.9,4.15,8736,80.1,32.3,12.65,19012,6,Rare,High
1,Hatchback,36571,23,77,1.6,4,3,102.5,3.35,8228,72.7,28.6,13.48,18064,3,Occasional,Medium
14,Sedan,35580,40,60,1.3,7,7,75.0,4.8,7965,65.6,37.7,13.37,21158,2,Occasional,High
5,Hatchback,33664,20,80,2.2,4,3,101.0,4.89,11023,31.7,32.9,13.05,6445,6,Regular,Medium
15,Hatchback,20582,57,43,0.7,9,3,94.2,1.91,14640,28.7,32.5,13.42,6117,8,Occasional,Medium
3,Sedan,31469,79,21,1.2,15,14,85.1,3.47,7834,84.7,32.7,12.86,11297,8,Regular,Medium
12,SUV,27402,33,67,2.2,5,4,87.4,3.69,13287,45.5,34.6,13.99,21729,2,Regular,Medium
1,Hatchback,29236,36,64,1.6,7,3,89.2,3.02,13527,62.3,31.9,12.45,1468,7,Rare,Low
4,Sedan,30110,66,34,3.8,1,6,84.4,4.12,3737,8.3,31.6,13.09,8803,8,Rare,Low
15,SUV,28430,75,25,4.6,14,10,89.7,1.74,7677,55.5,28.9,13.06,25551,0,Occasional,High
13,Hatchback,22763,72,28,4.6,3,10,89.3,3.93,6211,19.5,30.4,12.79,22451,4,Regular,Medium
5,Hatchback,22029,37,63,3.2,4,6,81.0,1.63,12071,52.6,32.5,12.69,26821,6,Regular,Low
7,Hatchback,9652,88,12,3.7,9,4,94.0,2.94,5824,26.1,32.2,13.8,14782,5,Regular,Low
1,SUV,11834,67,33,2.7,8,11,100.6,1.01,8110,94.6,33.7,12.13,7148,1,Occasional,Low
3,Hatchback,27487,28,72,1.2,4,1,90.3,3.58,3584,41.8,32.0,13.05,6365,1,Regular,Low
2,SUV,12084,73,27,3.4,8,6,93.0,4.36,7308,61.1,38.7,13.25,19757,0,Regular,Medium
9,Pickup,19692,54,46,2.1,7,2,88.6,3.83,11356,58.9,35.1,13.63,6208,5,Regular,Medium
10,Hatchback,7655,65,35,0.5,7,5,96.0,4.79,9642,37.7,32.0,13.5,8109,8,Regular,Medium
15,Pickup,39082,20,80,3.1,0,2,98.4,4.95,5881,20.3,29.3,13.06,25101,8,Regular,High
6,Sedan,10272,60,40,1.4,8,5,89.6,2.57,11400,66.8,32.7,12.09,21179,7,Rare,Medium
10,Hatchback,5218,51,49,4.5,6,2,89.7,1.2,9971,9.7,34.2,12.48,18911,2,Occasional,Low
3,Sedan,35892,59,41,4.7,7,4,97.6,3.71,776,69.1,28.8,12.46,13232,3,Regular,Medium
8,Sedan,26515,30,70,1.2,0,3,90.8,2.39,9103,56.3,34.0,11.76,19385,0,Occasional,Low
14,Sedan,39307,81,19,0.6,8,13,78.0,2.23,6971,57.8,30.6,13.26,4231,0,Regular,Low
8,Pickup,18145,65,35,0.5,11,5,90.4,1.32,9926,87.8,31.4,11.73,29019,3,Occasional,Medium
2,SUV,22986,67,33,4.6,4,7,91.8,0.68,9186,70.5,32.0,11.89,636,3,Regular,Low
15,Pickup,24088,62,38,1.2,6,10,87.2,3.94,7090,94.1,32.1,12.83,7362,2,Regular,Medium
